-ne EMBL_ACC	LEN_(MB)	LEN_(BPs)	NUM_GENES	GC_CONTENT	NCBI_TAXONOMY	SPECIES_NAME	DESCRIPTION
BA000035.2	3.1MB	3147090	0	0.63	Bacteria; Actinobacteria; Corynebacteriales; Corynebacteriaceae;Corynebacterium.	Corynebacterium efficiens YS-314	Corynebacterium efficiens YS-314 DNA, complete genome.
BA000036.3	3.3MB	3309401	0	0.54	Bacteria; Actinobacteria; Corynebacteriales; Corynebacteriaceae;Corynebacterium.	Corynebacterium glutamicum ATCC 13032	Corynebacterium glutamicum ATCC 13032 DNA, complete genome.
BA000037.2	3.4MB	3354505	0	0.46	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae;Vibrio.	Vibrio vulnificus YJ016	Vibrio vulnificus YJ016 DNA, chromosome I, complete sequence.
BA000038.2	1.9MB	1857073	0	0.47	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae;Vibrio.	Vibrio vulnificus YJ016	Vibrio vulnificus YJ016 DNA, chromosome II, complete sequence.
BA000039.2	2.6MB	2593857	0	0.54	Bacteria; Cyanobacteria; Synechococcales; Synechococcaceae;Thermosynechococcus.	Thermosynechococcus elongatus BP-1	Thermosynechococcus elongatus BP-1 DNA, complete genome.
BA000040.2	9.1MB	9105828	0	0.64	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;Bradyrhizobiaceae; Bradyrhizobium.	Bradyrhizobium diazoefficiens USDA 110	Bradyrhizobium diazoefficiens USDA 110 DNA, complete genome.
BA000043.1	3.5MB	3544776	0	0.52	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Geobacillus;Geobacillus thermoleovorans group.	Geobacillus kaustophilus HTA426	Geobacillus kaustophilus HTA426 DNA, complete genome.
BA000045.2	4.7MB	4659019	0	0.62	Bacteria; Cyanobacteria; Gloeobacteria; Gloeobacterales; Gloeobacteraceae;Gloeobacter.	Gloeobacter violaceus PCC 7421	Gloeobacter violaceus PCC 7421 DNA, complete genome.
BK006741.1	1.9MB	1895727	0	0.32	Bacteria; Proteobacteria; Gammaproteobacteria; Thiotrichales;Francisellaceae; Francisella.	Francisella tularensis subsp. holarctica OSU18	TPA: Francisella tularensis subsp. holarctica OSU18, complete genome.
BX248333.1	4.3MB	4349904	0	0.66	Bacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae;Mycobacterium; Mycobacterium tuberculosis complex.	Mycobacterium bovis AF2122/97	Mycobacterium bovis AF2122/97 genome assembly, chromosome:
BX248583.1	0.7MB	705557	0	0.27	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; ant endosymbionts; Candidatus Blochmannia.	Candidatus Blochmannia floridanus	Blochmannia floridanus complete genome
BX293980.2	1.2MB	1211703	0	0.24	Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.	Mycoplasma mycoides subsp. mycoides SC str. PG1	Mycoplasma mycoides subsp. mycoides SC str. PG1, complete genome.
BX548174.1	1.7MB	1657990	0	0.31	Bacteria; Cyanobacteria; Synechococcales; Prochloraceae; Prochlorococcus.	Prochlorococcus marinus subsp. pastoris str. CCMP1986	Prochlorococcus marinus MED4 complete genome.
BX548175.1	2.4MB	2410873	0	0.51	Bacteria; Cyanobacteria; Synechococcales; Prochloraceae; Prochlorococcus.	Prochlorococcus marinus str. MIT 9313	Prochlorococcus marinus MIT9313 complete genome
BX571856.1	2.9MB	2902619	0	0.33	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae;Staphylococcus.	Staphylococcus aureus subsp. aureus MRSA252	Staphylococcus aureus subsp. aureus strain MRSA252, complete genome
BX571857.1	2.8MB	2799802	0	0.33	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae;Staphylococcus.	Staphylococcus aureus subsp. aureus MSSA476	Staphylococcus aureus strain MSSA476, complete genome
BX571965.1	4.1MB	4074542	0	0.68	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;Burkholderiaceae; Burkholderia; pseudomallei group.	Burkholderia pseudomallei K96243	Burkholderia pseudomallei strain K96243, chromosome 1, complete sequence.
BX571966.1	3.2MB	3173005	0	0.68	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;Burkholderiaceae; Burkholderia; pseudomallei group.	Burkholderia pseudomallei K96243	Burkholderia pseudomallei strain K96243, chromosome 2, complete sequence.
BX897699.1	1.9MB	1931047	0	0.38	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bartonellaceae;Bartonella.	Bartonella henselae	Bartonella henselae strain Houston-1, complete genome
BX897700.1	1.6MB	1581384	0	0.39	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bartonellaceae;Bartonella.	Bartonella quintana str. Toulouse	Bartonella quintana str. Toulouse, complete genome
BX908798.1	2.4MB	2438912	0	0.35	Bacteria; Chlamydiae; Parachlamydiales; Parachlamydiaceae;Candidatus Protochlamydia.	Candidatus Protochlamydia amoebophila UWE25	Candidatus Protochlamydia amoebophila UWE25 complete genome
BX936398.1	4.7MB	4744671	0	0.48	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Yersiniaceae; Yersinia.	Yersinia pseudotuberculosis IP 32953	Yersinia pseudotuberculosis IP32953 genome, complete sequence.
BX950851.1	5.1MB	5064019	0	0.51	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Pectobacteriaceae; Pectobacterium.	Pectobacterium atrosepticum SCRI1043	Erwinia carotovora subsp. atroseptica SCRI1043, complete genome
CP000001.1	5.3MB	5300915	0	0.35	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus;Bacillus cereus group.	Bacillus cereus E33L	Bacillus cereus E33L, complete genome.
CP000002.3	4.2MB	4222597	0	0.46	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus.	Bacillus licheniformis DSM 13 = ATCC 14580	Bacillus licheniformis ATCC 14580, complete genome.
CP000003.1	1.9MB	1899877	0	0.39	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae;Streptococcus.	Streptococcus pyogenes MGAS10394	Streptococcus pyogenes MGAS10394, complete genome.
CP000009.1	2.7MB	2702173	0	0.61	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales;Acetobacteraceae; Gluconobacter.	Gluconobacter oxydans 621H	Gluconobacter oxydans 621H, complete genome.
CP000010.1	3.5MB	3510148	0	0.68	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;Burkholderiaceae; Burkholderia; pseudomallei group.	Burkholderia mallei ATCC 23344	Burkholderia mallei ATCC 23344 chromosome 1, complete sequence.
CP000011.2	2.3MB	2325379	0	0.69	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;Burkholderiaceae; Burkholderia; pseudomallei group.	Burkholderia mallei ATCC 23344	Burkholderia mallei ATCC 23344 chromosome 2, complete sequence.
CP000012.1	1.6MB	1589954	0	0.39	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;Helicobacteraceae; Helicobacter.	Helicobacter pylori 51	Helicobacter pylori 51, complete genome.
CP000013.1	0.9MB	904246	0	0.28	Bacteria; Spirochaetes; Spirochaetales; Borreliaceae; Borreliella.	Borreliella bavariensis PBi	Borreliella bavariensis PBi chromosome, complete genome.
CP000016.1	0.8MB	791654	0	0.30	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; ant endosymbionts; Candidatus Blochmannia.	Candidatus Blochmannia pennsylvanicus str. BPEN	Candidatus Blochmannia pennsylvanicus str. BPEN, complete genome.
CP000017.2	1.8MB	1838562	0	0.39	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae;Streptococcus.	Streptococcus pyogenes MGAS5005	Streptococcus pyogenes MGAS5005, complete genome.
CP000020.2	2.9MB	2897536	0	0.39	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae;Aliivibrio.	Vibrio fischeri ES114	Vibrio fischeri ES114 chromosome I, complete sequence.
CP000021.2	1.3MB	1330333	0	0.37	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae;Aliivibrio.	Vibrio fischeri ES114	Vibrio fischeri ES114 chromosome II, complete sequence.
CP000023.1	1.8MB	1796846	0	0.39	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae;Streptococcus.	Streptococcus thermophilus LMG 18311	Streptococcus thermophilus LMG 18311, complete genome.
CP000024.1	1.8MB	1796226	0	0.39	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae;Streptococcus.	Streptococcus thermophilus CNRZ1066	Streptococcus thermophilus CNRZ1066, complete genome.
CP000025.1	1.8MB	1777831	0	0.30	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;Campylobacteraceae; Campylobacter.	Campylobacter jejuni RM1221	Campylobacter jejuni RM1221, complete genome.
CP000026.1	4.6MB	4585229	0	0.52	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Salmonella.	Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150	Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150,
CP000027.1	1.5MB	1469720	0	0.49	Bacteria; Chloroflexi; Dehalococcoidia; Dehalococcoidales;Dehalococcoidaceae; Dehalococcoides.	Dehalococcoides mccartyi 195	Dehalococcoides mccartyi 195 chromosome, complete genome.
CP000029.1	2.6MB	2616530	0	0.32	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae;Staphylococcus.	Staphylococcus epidermidis RP62A	Staphylococcus epidermidis RP62A, complete genome.
CP000030.1	1.2MB	1197687	0	0.50	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales;Anaplasmataceae; Anaplasma.	Anaplasma marginale str. St. Maries	Anaplasma marginale str. St. Maries, complete genome.
CP000031.2	4.1MB	4109437	0	0.64	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales;Rhodobacteraceae; Ruegeria.	Ruegeria pomeroyi DSS-3	Ruegeria pomeroyi DSS-3, complete genome.
CP000033.3	2.0MB	1993560	0	0.35	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae;Lactobacillus.	Lactobacillus acidophilus NCFM	Lactobacillus acidophilus NCFM, complete genome.
CP000034.1	4.4MB	4369232	0	0.51	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Shigella.	Shigella dysenteriae Sd197	Shigella dysenteriae Sd197, complete genome.
CP000036.1	4.5MB	4519823	0	0.51	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Shigella.	Shigella boydii Sb227	Shigella boydii Sb227, complete genome.
CP000038.1	4.8MB	4825265	0	0.51	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Shigella.	Shigella sonnei Ss046	Shigella sonnei Ss046, complete genome.
CP000046.1	2.8MB	2809422	0	0.33	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae;Staphylococcus.	Staphylococcus aureus subsp. aureus COL	Staphylococcus aureus subsp. aureus COL, complete genome.
CP000048.1	0.9MB	922307	0	0.30	Bacteria; Spirochaetes; Spirochaetales; Borreliaceae; Borrelia.	Borrelia hermsii DAH	Borrelia hermsii DAH, complete genome.
CP000049.1	0.9MB	917330	0	0.29	Bacteria; Spirochaetes; Spirochaetales; Borreliaceae; Borrelia.	Borrelia turicatae 91E135	Borrelia turicatae 91E135, complete genome.
CP000050.1	5.1MB	5148708	0	0.65	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales;Xanthomonadaceae; Xanthomonas.	Xanthomonas campestris pv. campestris str. 8004	Xanthomonas campestris pv. campestris str. 8004, complete genome.
CP000051.1	1.0MB	1044459	0	0.41	Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;Chlamydia/Chlamydophila group; Chlamydia.	Chlamydia trachomatis A/HAR-13	Chlamydia trachomatis A/HAR-13, complete genome.
CP000053.1	1.5MB	1485148	0	0.32	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales;Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group.	Rickettsia felis URRWXCal2	Rickettsia felis URRWXCal2, complete genome.
CP000056.1	1.9MB	1897573	0	0.38	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae;Streptococcus.	Streptococcus pyogenes MGAS6180	Streptococcus pyogenes MGAS6180, complete genome.
CP000057.2	1.9MB	1914490	0	0.38	Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales;Pasteurellaceae; Haemophilus.	Haemophilus influenzae 86-028NP	Haemophilus influenzae 86-028NP, complete genome.
CP000058.1	5.9MB	5928787	0	0.58	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales;Pseudomonadaceae; Pseudomonas.	Pseudomonas savastanoi pv. phaseolicola 1448A	Pseudomonas savastanoi pv. phaseolicola 1448A chromosome, complete genome.
CP000061.1	0.7MB	706569	0	0.27	Bacteria; Tenericutes; Mollicutes; Acholeplasmatales; Acholeplasmataceae;Candidatus Phytoplasma; Candidatus Phytoplasma asteris.	Aster yellows witches'-broom phytoplasma AYWB	Aster yellows witches'-broom phytoplasma AYWB, complete genome.
CP000075.1	6.1MB	6093698	0	0.59	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales;Pseudomonadaceae; Pseudomonas; Pseudomonas syringae.	Pseudomonas syringae pv. syringae B728a	Pseudomonas syringae pv. syringae B728a, complete genome.
CP000076.1	7.1MB	7074893	0	0.63	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales;Pseudomonadaceae; Pseudomonas.	Pseudomonas protegens Pf-5	Pseudomonas protegens Pf-5, complete genome.
CP000082.1	2.7MB	2650701	0	0.43	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales;Moraxellaceae; Psychrobacter.	Psychrobacter arcticus 273-4	Psychrobacter arcticus 273-4, complete genome.
CP000083.1	5.4MB	5373180	0	0.38	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;Colwelliaceae; Colwellia.	Colwellia psychrerythraea 34H	Colwellia psychrerythraea 34H, complete genome.
CP000084.1	1.3MB	1308759	0	0.30	Bacteria; Proteobacteria; Alphaproteobacteria; Pelagibacterales;Pelagibacteraceae; Candidatus Pelagibacter.	Candidatus Pelagibacter ubique HTCC1062	Candidatus Pelagibacter ubique HTCC1062, complete genome.
CP000085.1	2.9MB	2914771	0	0.68	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;Burkholderiaceae; Burkholderia; pseudomallei group.	Burkholderia thailandensis E264	Burkholderia thailandensis E264 chromosome II, complete sequence.
CP000086.1	3.8MB	3809201	0	0.67	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;Burkholderiaceae; Burkholderia; pseudomallei group.	Burkholderia thailandensis E264	Burkholderia thailandensis E264 chromosome I, complete sequence.
CP000087.1	1.5MB	1522076	0	0.32	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales;Rickettsiaceae; Rickettsieae; Rickettsia; belli group.	Rickettsia bellii RML369-C	Rickettsia bellii RML369-C, complete genome.
CP000088.1	3.6MB	3642249	0	0.68	Bacteria; Actinobacteria; Streptosporangiales; Nocardiopsaceae;Thermobifida.	Thermobifida fusca YX	Thermobifida fusca YX, complete genome.
CP000089.1	4.5MB	4501104	0	0.59	Bacteria; Proteobacteria; Betaproteobacteria; Rhodocyclales; Azonexaceae;Dechloromonas.	Dechloromonas aromatica RCB	Dechloromonas aromatica RCB, complete genome.
CP000090.1	3.8MB	3806533	0	0.65	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;Burkholderiaceae; Cupriavidus.	Ralstonia eutropha JMP134	Ralstonia eutropha JMP134 chromosome 1, complete sequence.
CP000091.1	2.7MB	2726152	0	0.65	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;Burkholderiaceae; Cupriavidus.	Ralstonia eutropha JMP134	Ralstonia eutropha JMP134 chromosome 2, complete sequence.
CP000094.2	6.4MB	6438405	0	0.61	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales;Pseudomonadaceae; Pseudomonas.	Pseudomonas fluorescens Pf0-1	Pseudomonas fluorescens Pf0-1, complete genome.
CP000095.2	1.8MB	1842899	0	0.35	Bacteria; Cyanobacteria; Synechococcales; Prochloraceae; Prochlorococcus.	Prochlorococcus marinus str. NATL2A	Prochlorococcus marinus str. NATL2A, complete genome.
CP000096.1	2.4MB	2364842	0	0.57	Bacteria; Chlorobi; Chlorobia; Chlorobiales; Chlorobiaceae;Chlorobium/Pelodictyon group; Pelodictyon.	Chlorobium luteolum DSM 273	Chlorobium luteolum DSM 273, complete genome.
CP000097.1	2.2MB	2234828	0	0.54	Bacteria; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus.	Synechococcus sp. CC9902	Synechococcus sp. CC9902, complete genome.
CP000100.1	2.7MB	2695903	0	0.55	Bacteria; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus.	Synechococcus elongatus PCC 7942	Synechococcus elongatus PCC 7942, complete genome.
CP000103.1	3.2MB	3184243	0	0.54	Bacteria; Proteobacteria; Betaproteobacteria; Nitrosomonadales;Nitrosomonadaceae; Nitrosospira.	Nitrosospira multiformis ATCC 25196	Nitrosospira multiformis ATCC 25196, complete genome.
CP000107.1	1.3MB	1315030	0	0.29	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales;Anaplasmataceae; Ehrlichia.	Ehrlichia canis str. Jake	Ehrlichia canis str. Jake, complete genome.
CP000108.1	2.6MB	2572079	0	0.44	Bacteria; Chlorobi; Chlorobia; Chlorobiales; Chlorobiaceae;Chlorobium/Pelodictyon group; Chlorobium.	Chlorobium chlorochromatii CaD3	Chlorobium chlorochromatii CaD3, complete genome.
CP000109.2	2.4MB	2427734	0	0.43	Bacteria; Proteobacteria; Gammaproteobacteria; Thiotrichales;Piscirickettsiaceae; Hydrogenovibrio.	Hydrogenovibrio crunogenus XCL-2	Thiomicrospira crunogena XCL-2, complete genome.
CP000110.1	2.5MB	2510659	0	0.59	Bacteria; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus.	Synechococcus sp. CC9605	Synechococcus sp. CC9605, complete genome.
CP000111.1	1.7MB	1709204	0	0.31	Bacteria; Cyanobacteria; Synechococcales; Prochloraceae; Prochlorococcus.	Prochlorococcus marinus str. MIT 9312	Prochlorococcus marinus str. MIT 9312, complete genome.
CP000112.1	3.7MB	3730232	0	0.58	Bacteria; Proteobacteria; Deltaproteobacteria; Desulfovibrionales;Desulfovibrionaceae; Desulfovibrio.	Desulfovibrio alaskensis G20	Desulfovibrio alaskensis G20, complete genome.
CP000113.1	9.1MB	9139763	0	0.69	Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales;Cystobacterineae; Myxococcaceae; Myxococcus.	Myxococcus xanthus DK 1622	Myxococcus xanthus DK 1622, complete genome.
CP000114.1	2.1MB	2127839	0	0.36	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae;Streptococcus.	Streptococcus agalactiae A909	Streptococcus agalactiae A909, complete genome.
CP000115.1	3.4MB	3402093	0	0.62	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;Bradyrhizobiaceae; Nitrobacter.	Nitrobacter winogradskyi Nb-255	Nitrobacter winogradskyi Nb-255, complete genome.
CP000116.1	2.9MB	2909809	0	0.66	Bacteria; Proteobacteria; Betaproteobacteria; Nitrosomonadales;Thiobacillaceae; Thiobacillus.	Thiobacillus denitrificans ATCC 25259	Thiobacillus denitrificans ATCC 25259, complete genome.
CP000117.1	6.4MB	6365727	0	0.41	Bacteria; Cyanobacteria; Nostocales; Nostocaceae; Trichormus.	Trichormus variabilis ATCC 29413	Anabaena variabilis ATCC 29413, complete genome.
CP000118.1	0.0MB	37151	0	0.46	Bacteria; Cyanobacteria; Nostocales; Nostocaceae; Trichormus.	Trichormus variabilis ATCC 29413	Anabaena variabilis ATCC 29413 incision element, complete sequence.
CP000123.1	1.0MB	1010023	0	0.24	Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.	Mycoplasma capricolum subsp. capricolum ATCC 27343	Mycoplasma capricolum subsp. capricolum ATCC 27343, complete genome.
CP000124.1	4.1MB	4126292	0	0.68	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;Burkholderiaceae; Burkholderia; pseudomallei group.	Burkholderia pseudomallei 1710b	Burkholderia pseudomallei 1710b chromosome I, complete sequence.
CP000125.1	3.2MB	3181762	0	0.68	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;Burkholderiaceae; Burkholderia; pseudomallei group.	Burkholderia pseudomallei 1710b	Burkholderia pseudomallei 1710b chromosome II, complete sequence.
CP000127.1	3.5MB	3481691	0	0.50	Bacteria; Proteobacteria; Gammaproteobacteria; Chromatiales; Chromatiaceae;Nitrosococcus.	Nitrosococcus oceani ATCC 19707	Nitrosococcus oceani ATCC 19707, complete genome.
CP000133.1	4.4MB	4381608	0	0.61	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae;Rhizobium/Agrobacterium group; Rhizobium.	Rhizobium etli CFN 42	Rhizobium etli CFN 42, complete genome.
CP000139.1	5.2MB	5163189	0	0.42	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae;Bacteroides.	Bacteroides vulgatus ATCC 8482	Bacteroides vulgatus ATCC 8482, complete genome.
CP000140.1	4.8MB	4811379	0	0.45	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Tannerellaceae;Parabacteroides.	Parabacteroides distasonis ATCC 8503	Parabacteroides distasonis ATCC 8503, complete genome.
CP000141.1	2.4MB	2401520	0	0.42	Bacteria; Firmicutes; Clostridia; Thermoanaerobacterales;Thermoanaerobacteraceae; Carboxydothermus.	Carboxydothermus hydrogenoformans Z-2901	Carboxydothermus hydrogenoformans Z-2901, complete genome.
CP000142.2	3.7MB	3665893	0	0.55	Bacteria; Proteobacteria; Deltaproteobacteria; Desulfuromonadales;Desulfuromonadaceae; Pelobacter.	Pelobacter carbinolicus DSM 2380	Pelobacter carbinolicus DSM 2380, complete genome.
CP000143.2	3.2MB	3188524	0	0.69	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales;Rhodobacteraceae; Rhodobacter.	Rhodobacter sphaeroides 2.4.1	Rhodobacter sphaeroides 2.4.1 chromosome 1, complete sequence.
CP000144.2	0.9MB	943018	0	0.69	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales;Rhodobacteraceae; Rhodobacter.	Rhodobacter sphaeroides 2.4.1	Rhodobacter sphaeroides 2.4.1 chromosome 2, complete sequence.
CP000148.1	4.0MB	3997420	0	0.60	Bacteria; Proteobacteria; Deltaproteobacteria; Desulfuromonadales;Geobacteraceae; Geobacter.	Geobacter metallireducens GS-15	Geobacter metallireducens GS-15, complete genome.
